id,lat,lng,start,end,type,sev
vol_1470949200_00009,19.265,-155.194,1470949200,1476651600,5,1
vol_1044050400_00010,-0.463,-78.329,1044050400,1045692000,5,3
vol_1797627600_00011,-6.209,105.708,1797627600,1803243600,5,3
ear_971384400_00019,34.92,149.118,971384400,971384400,4,1
sto_1408482000_00025,14.242,250.604,1408482000,1408741200,3,1
ear_1319144400_00020,39.174,199.803,1319144400,1319144400,4,1
fir_928962000_00037,-1.542,300.381,928962000,932504400,1,2
fir_994280400_00038,-5.251,500.512,994280400,996613200,1,1
vol_1053291600_00012,-1.503,29.508,1053291600,1058994000,5,3
dro_1767560400_00003,32.502,300.376,1767560400,1816722000,6,2
ear_1382997600_00021,35.221,149.44,1382997600,1382997600,4,3
flo_1566162000_00024,29.387,250.053,1566162000,1568149200,2,1
sto_1158786000_00026,14.379,249.513,1158786000,1160514000,3,2
ear_884556000_00022,39.094,199.721,884556000,884556000,4,3
flo_1507928400_00025,23.57,200.07,1507928400,1509051600,2,1
ear_1691874000_00023,28.234,300.583,1691874000,1691874000,4,2
fir_934923600_00039,-4.694,500.069,934923600,936997200,1,1
sto_906325200_00027,15.138,300.484,906325200,907794000,3,1
dro_1012082400_00004,15.026,499.973,1012082400,1069797600,6,2
ear_1150232400_00024,35.813,149.218,1150232400,1150232400,4,2
vol_1004392800_00013,37.63,15.302,1004392800,1012168800,5,2
ear_841438800_00025,37.412,248.599,841438800,841438800,4,2
sto_934750800_00028,15.44,300.698,934750800,936392400,3,2
flo_1570654800_00026,49.894,300.001,1570654800,1570914000,2,3
dro_1300140000_00005,15.045,500.036,1300140000,1317420000,6,3
fir_1471035600_00040,37.885,300.878,1471035600,1474491600,1,1
sto_1694638800_00029,21.991,250.131,1694638800,1695157200,3,2
fir_1250888400_00041,-5.354,500.126,1250888400,1252702800,1,2
vol_941230800_00014,46.429,-122.46,941230800,943304400,5,3
fir_1377118800_00042,-0.046,399.846,1377118800,1380229200,1,1
flo_1787173200_00027,-8.318,300.064,1787173200,1787432400,2,3
fir_1186174800_00043,37.886,250.072,1186174800,1186779600,1,1
sto_844117200_00030,21.44,249.111,844117200,845845200,3,3
sto_1414965600_00031,15.668,249.727,1414965600,1415570400,3,2
sto_1158008400_00032,15.552,299.952,1158008400,1159477200,3,2
flo_1434920400_00028,50.026,300.12,1434920400,1437166800,2,1
flo_1339448400_00029,29.982,249.916,1339448400,1341694800,2,1
fir_1212267600_00044,0.034,400.011,1212267600,1213563600,1,1
vol_1284843600_00015,-21.436,55.557,1284843600,1287522000,5,1
flo_1375477200_00030,29.591,249.826,1375477200,1377032400,2,2
ear_1263592800_00026,27.272,300.736,1263592800,1263592800,4,2
sto_1637960400_00033,22.341,250.178,1637960400,1638651600,3,3
flo_906930000_00031,30.434,249.626,906930000,908485200,2,1
flo_1343163600_00032,32.553,299.031,1343163600,1344718800,2,2
ear_1099692000_00027,-29.658,400.53,1099692000,1099692000,4,1
ear_1519851600_00028,36.174,250.806,1519851600,1519851600,4,2
sto_973202400_00034,-17.678,301.265,973202400,974325600,3,1
sto_1280696400_00035,15.145,249.729,1280696400,1282165200,3,1
fir_1221771600_00045,0.131,400.148,1221771600,1224622800,1,2
ear_1743109200_00029,-5.109,400.774,1743109200,1743109200,4,1
flo_908917200_00033,23.92,200.582,908917200,910990800,2,2
fir_1186952400_00046,60.885,600.05,1186952400,1189026000,1,2
flo_940539600_00034,49.879,300.041,940539600,941576400,2,1
fir_900190800_00047,-1.676,300.972,900190800,902091600,1,2
sto_1225058400_00036,22.602,249.609,1225058400,1226786400,3,2
sto_1191618000_00037,-18.916,300.443,1191618000,1191877200,3,1
flo_1686949200_00035,29.612,250.728,1686949200,1687899600,2,1
ear_1695243600_00030,-4.65,400.94,1695243600,1695243600,4,1
fir_1276462800_00048,-1.6,300.298,1276462800,1285707600,1,3
sto_1378760400_00038,21.821,249.527,1378760400,1379624400,3,2
ear_1444078800_00031,36.286,148.884,1444078800,1444078800,4,2
flo_965163600_00036,49.978,299.895,965163600,966978000,2,1
vol_1550696400_00016,35.595,138.862,1550696400,1553461200,5,2
fir_901486800_00049,-35.606,401.248,901486800,903906000,1,1
flo_902523600_00037,23.862,199.806,902523600,903733200,2,1
vol_1027112400_00017,13.716,40.567,1027112400,1030222800,5,1
fir_1275512400_00050,-2.057,300.792,1275512400,1278190800,1,2
fir_1596834000_00051,-34.87,400.7,1596834000,1597525200,1,1
fir_1434834000_00052,60.25,600.256,1434834000,1437598800,1,1
fir_1248210000_00053,-35.557,398.465,1248210000,1251406800,1,1
sto_1376341200_00039,14.315,250.048,1376341200,1377982800,3,1
fir_1185224400_00054,60.867,599.487,1185224400,1185656400,1,1
fir_1153947600_00055,38.093,249.923,1153947600,1156971600,1,1
flo_1598994000_00038,-7.985,300.264,1598994000,1601067600,2,1
fir_1662670800_00056,-33.971,399.432,1662670800,1664917200,1,1
sto_1093467600_00040,14.773,250.514,1093467600,1094590800,3,2
vol_1300312800_00018,63.597,-19.335,1300312800,1304460000,5,3
sto_911512800_00041,15.673,250.035,911512800,912895200,3,2
fir_1283720400_00057,-4.807,500.524,1283720400,1285448400,1,2
flo_1086210000_00039,24.368,200.771,1086210000,1087506000,2,2
flo_1697922000_00040,50.081,300.056,1697922000,1698440400,2,3
fir_869518800_00058,38.071,299.638,869518800,872715600,1,1
flo_1154984400_00041,30.332,250.108,1154984400,1156194000,2,1
fir_1598130000_00059,-35.003,399.652,1598130000,1599598800,1,1
dro_947887200_00006,32.609,298.838,947887200,966463200,6,2
fir_1503435600_00060,-0.02,399.828,1503435600,1505250000,1,2
sto_1634418000_00042,15.557,250.388,1634418000,1635109200,3,3
dro_1392415200_00007,-32.688,299.982,1392415200,1449180000,6,3
ear_1258236000_00032,-30.145,400.62,1258236000,1258236000,4,2
flo_1465938000_00042,30.339,250.471,1465938000,1466974800,2,1
flo_1594674000_00043,39.387,399.475,1594674000,1595278800,2,2
ear_1049662800_00033,37.046,249.421,1049662800,1049662800,4,2
flo_1791493200_00044,50.107,300.108,1791493200,1793394000,2,1
flo_964213200_00045,49.89,300.044,964213200,965941200,2,1
vol_860533200_00019,-1.335,29.29,860533200,862347600,5,1
vol_1630270800_00020,-21.199,55.804,1630270800,1638046800,5,3
sto_1316984400_00043,21.369,249.915,1316984400,1318021200,3,2
flo_1278795600_00046,29.461,249.359,1278795600,1280264400,2,1
flo_966459600_00047,-7.87,299.594,966459600,967669200,2,1
flo_1127854800_00048,29.524,249.927,1127854800,1128114000,2,1
fir_1153774800_00061,-1.166,300.75,1153774800,1163019600,1,3
dro_1771275600_00008,1.999,399.853,1771275600,1787000400,6,2
flo_1441832400_00049,40.462,400.275,1441832400,1443301200,2,1
ear_1338152400_00034,27.446,299.588,1338152400,1338152400,4,3
flo_1348520400_00050,50.017,299.957,1348520400,1349730000,2,1
ear_1348693200_00035,36.05,248.808,1348693200,1348693200,4,3
vol_1388613600_00021,-21.432,55.774,1388613600,1396389600,5,1
fir_1436562000_00062,-34.43,400.936,1436562000,1437426000,1,1
flo_1350507600_00051,30.619,250.349,1350507600,1351544400,2,1
sto_1414270800_00044,21.488,250.246,1414270800,1415653200,3,2
vol_1748466000_00022,45.944,-122.206,1748466000,1756242000,5,3
fir_1599253200_00063,37.319,300.823,1599253200,1602709200,1,2
fir_1247518800_00064,38.178,249.821,1247518800,1249333200,1,1
flo_1531774800_00052,50.114,300.116,1531774800,1532034000,2,2
flo_1760130000_00053,-7.984,300.103,1760130000,1761512400,2,3
sto_1126299600_00045,15.175,249.437,1126299600,1128027600,3,1
sto_1124398800_00046,22.297,250.283,1124398800,1125349200,3,3
flo_872283600_00054,30.402,250.662,872283600,873234000,2,2
vol_1106431200_00023,46.068,-122.203,1106431200,1114207200,5,2
vol_1651093200_00024,63.507,-19.864,1651093200,1656450000,5,1
fir_1536008400_00065,37.891,249.878,1536008400,1537909200,1,1
fir_1311541200_00066,38.189,249.843,1311541200,1314219600,1,2
flo_1370466000_00055,-7.682,299.776,1370466000,1371243600,2,2
ear_1521666000_00036,-3.925,399.743,1521666000,1521666000,4,1
vol_1624395600_00025,19.224,-98.926,1624395600,1632171600,5,1
vol_1589490000_00026,-1.636,29.555,1589490000,1597266000,5,3
vol_1093381200_00027,19.6,-155.3,1093381200,1095886800,5,2
fir_1629320400_00067,60.267,600.455,1629320400,1631221200,1,1
fir_1150146000_00068,38.141,250.182,1150146000,1152997200,1,2
fir_1064437200_00069,-35.06,401.342,1064437200,1066597200,1,1
flo_1056229200_00056,50.06,299.848,1056229200,1058302800,2,2
flo_1119301200_00057,30.235,250.616,1119301200,1121547600,2,2
fir_1565730000_00070,37.889,250.209,1565730000,1568322000,1,1
vol_1129582800_00028,-21.22,55.812,1129582800,1135112400,5,3
vol_1332540000_00029,-7.526,110.458,1332540000,1334268000,5,3
fir_998946000_00071,-1.901,300.013,998946000,999810000,1,1
fir_1623704400_00072,-34.422,399.966,1623704400,1626210000,1,2
flo_842216400_00058,49.88,299.988,842216400,844376400,2,2
ear_910648800_00037,35.837,249.541,910648800,910648800,4,2
vol_1075154400_00030,-8.125,112.787,1075154400,1078178400,5,3
flo_1507150800_00059,29.935,250.607,1507150800,1507496400,2,1
flo_1656104400_00060,39.201,400.2,1656104400,1656882000,2,1
fir_1063314000_00073,0.079,399.968,1063314000,1064610000,1,1
fir_1591563600_00074,0.096,399.805,1591563600,1595019600,1,2
fir_1560373200_00075,37.616,299.571,1560373200,1561755600,1,2
sto_1160254800_00047,15.486,299.23,1160254800,1162069200,3,2
fir_1784581200_00076,0.008,399.964,1784581200,1787691600,1,1
sto_1163455200_00048,14.362,299.311,1163455200,1165096800,3,3
flo_967842000_00061,49.993,300.109,967842000,969915600,2,1
dro_1141336800_00009,-20.027,300.116,1141336800,1167084000,6,3
vol_1090011600_00031,13.53,40.692,1090011600,1091221200,5,2
flo_1412629200_00062,50.028,300.117,1412629200,1414875600,2,1
ear_1120251600_00038,17.358,199.141,1120251600,1120251600,4,3
fir_1216328400_00077,-2.044,299.384,1216328400,1217538000,1,2
fir_1726347600_00078,60.061,599.707,1726347600,1729198800,1,1
dro_1138831200_00010,2.174,399.862,1138831200,1179352800,6,2
sto_1415570400_00049,20.565,498.692,1415570400,1417384800,3,2
flo_1156453200_00063,30.088,249.63,1156453200,1158440400,2,1
dro_953330400_00011,1.974,400.179,953330400,976053600,6,3
flo_1687813200_00064,50.133,300.143,1687813200,1690232400,2,1
ear_916610400_00039,27.451,300.228,916610400,916610400,4,3
flo_1504213200_00065,31.129,300.315,1504213200,1505682000,2,3
sto_848959200_00050,15.653,299.653,848959200,849996000,3,1
fir_1659992400_00079,37.447,300.647,1659992400,1661461200,1,2
fir_1497992400_00080,59.926,599.466,1497992400,1499720400,1,2
sto_1471899600_00051,15.549,300.188,1471899600,1472245200,3,2
flo_1727816400_00066,30.183,249.754,1727816400,1728248400,2,3
vol_886284000_00032,63.839,-19.635,886284000,888012000,5,2
vol_1265580000_00033,-6.015,105.22,1265580000,1266012000,5,1
sto_1669064400_00052,21.305,250.376,1669064400,1670878800,3,1
flo_1564693200_00067,-7.741,299.593,1564693200,1566248400,2,2
fir_1596229200_00081,37.845,299.328,1596229200,1601845200,1,3
ear_1351807200_00040,-42.029,199.481,1351807200,1351807200,4,2
sto_907534800_00053,14.632,300.319,907534800,907966800,3,1
ear_971211600_00041,-30.311,400.275,971211600,971211600,4,1
flo_1381698000_00068,31.212,299.055,1381698000,1383339600,2,1
fir_839970000_00082,37.839,250.045,839970000,842130000,1,1
fir_1504645200_00083,38.161,250.219,1504645200,1505595600,1,1
flo_1307826000_00069,29.553,249.515,1307826000,1308776400,2,1
fir_1118610000_00084,-0.002,400.049,1118610000,1119387600,1,1
sto_1129755600_00054,14.905,249.873,1129755600,1130360400,3,2
fir_1474232400_00085,-4.651,500.127,1474232400,1478120400,1,1
flo_1034888400_00070,32.627,299.755,1034888400,1036616400,2,1
ear_1117141200_00042,-4.021,399.904,1117141200,1117141200,4,2
sto_1506114000_00055,21.719,250.676,1506114000,1507064400,3,1
flo_1758142800_00071,30.619,249.97,1758142800,1759698000,2,1
dro_1489266000_00012,-20.085,299.569,1489266000,1518987600,6,2
fir_1787691600_00086,37.819,250.221,1787691600,1789938000,1,2
fir_1405371600_00087,-4.699,499.692,1405371600,1409259600,1,1
flo_1307653200_00072,-8.064,300.0,1307653200,1307826000,2,1
dro_1140904800_00013,15.03,500.024,1140904800,1176242400,6,3
fir_1149886800_00088,59.727,599.163,1149886800,1152392400,1,2
sto_1758056400_00056,14.528,299.769,1758056400,1758747600,3,3
fir_995662800_00089,37.971,249.983,995662800,999205200,1,2
flo_836686800_00073,-8.082,300.252,836686800,837896400,2,1
sto_1158267600_00057,14.895,299.533,1158267600,1159477200,3,2
sto_1407790800_00058,21.955,249.74,1407790800,1409086800,3,2
flo_1403384400_00074,39.491,399.614,1403384400,1405198800,2,1
fir_1247950800_00090,-4.586,500.158,1247950800,1250110800,1,1
fir_1373922000_00091,0.013,400.174,1373922000,1377118800,1,3
fir_1309986000_00092,-2.102,298.932,1309986000,1310072400,1,1
dro_1518728400_00014,-20.138,300.095,1518728400,1563224400,6,3
fir_1060117200_00093,37.814,250.119,1060117200,1061672400,1,1
sto_1666040400_00059,21.919,250.724,1666040400,1667768400,3,1
fir_1594328400_00094,-0.021,399.883,1594328400,1597957200,1,1
fir_1594069200_00095,-4.836,499.605,1594069200,1594760400,1,1
sto_1632690000_00060,15.572,250.202,1632690000,1633294800,3,2
fir_1125176400_00096,-5.035,499.879,1125176400,1126818000,1,1
vol_1403038800_00034,13.381,40.959,1403038800,1404421200,5,2
ear_1027458000_00043,-30.261,400.55,1027458000,1027458000,4,3
ear_1200780000_00044,27.984,300.135,1200780000,1200780000,4,2
fir_1534280400_00097,-1.212,299.026,1534280400,1535835600,1,1
flo_1472331600_00075,24.598,200.65,1472331600,1473714000,2,1
sto_1665435600_00061,21.097,500.879,1665435600,1666558800,3,1
fir_866840400_00098,-2.03,299.626,866840400,867186000,1,2
flo_1027198800_00076,24.696,199.36,1027198800,1028494800,2,1
vol_1174856400_00035,-8.232,113.016,1174856400,1176757200,5,2
sto_1250974800_00062,18.95,500.34,1250974800,1251838800,3,3
fir_841093200_00099,38.294,300.684,841093200,841179600,1,2
ear_946850400_00045,-29.971,400.406,946850400,946850400,4,3
flo_1467493200_00077,31.281,300.626,1467493200,1468011600,2,2
fir_1758315600_00100,-0.121,399.938,1758315600,1759179600,1,1
ear_994712400_00046,38.015,248.936,994712400,994712400,4,2
dro_1363730400_00015,32.413,300.588,1363730400,1393452000,6,2
ear_1752440400_00047,39.176,200.139,1752440400,1752440400,4,3
sto_1320357600_00063,20.581,499.447,1320357600,1321221600,3,2
sto_975362400_00064,14.962,299.255,975362400,976485600,3,3
flo_898203600_00078,50.049,300.082,898203600,900450000,2,3
fir_1473800400_00101,36.586,298.88,1473800400,1475442000,1,1
fir_1343250000_00102,38.015,249.841,1343250000,1343768400,1,1
flo_1127509200_00079,50.036,300.104,1127509200,1127854800,2,2
fir_872197200_00103,-36.103,399.798,872197200,875566800,1,1
ear_836427600_00048,35.753,248.928,836427600,836427600,4,1
sto_1566680400_00065,14.472,249.317,1566680400,1567630800,3,2
flo_1466024400_00080,29.712,249.365,1466024400,1467752400,2,2
flo_940539600_00081,30.453,249.515,940539600,942786000,2,1
fir_1313182800_00104,37.803,250.164,1313182800,1313442000,1,1
fir_1247259600_00105,-2.963,300.725,1247259600,1250888400,1,2
vol_1348174800_00036,-1.644,28.987,1348174800,1350853200,5,3
sto_912204000_00066,15.433,299.525,912204000,913500000,3,3
ear_1342645200_00049,17.753,200.091,1342645200,1342645200,4,1
flo_1595538000_00082,49.93,299.959,1595538000,1597784400,2,3
ear_854229600_00050,36.756,148.92,854229600,854229600,4,1
ear_1750885200_00051,-4.025,398.755,1750885200,1750885200,4,2
flo_965250000_00083,39.952,400.49,965250000,965509200,2,1
fir_1402952400_00106,-1.959,300.481,1402952400,1403470800,1,1
ear_1758142800_00052,37.235,248.707,1758142800,1758142800,4,3
fir_1157749200_00107,-5.461,500.134,1157749200,1159563600,1,2
vol_1040421600_00037,19.561,-155.227,1040421600,1042840800,5,1
flo_1281819600_00084,31.815,300.082,1281819600,1282510800,2,3
fir_869950800_00108,-34.18,399.397,869950800,873320400,1,2
fir_1125090000_00109,-0.091,399.94,1125090000,1128891600,1,1
fir_1277499600_00110,60.639,600.116,1277499600,1278104400,1,1
fir_1182200400_00111,36.786,298.795,1182200400,1184446800,1,1
vol_1734814800_00038,-7.798,110.168,1734814800,1742590800,5,1
fir_869259600_00112,-1.318,299.597,869259600,871851600,1,1
ear_1065042000_00053,-43.467,200.659,1065042000,1065042000,4,2
fir_1471294800_00113,60.691,599.032,1471294800,1472677200,1,2
sto_1060722000_00067,15.557,300.183,1060722000,1062363600,3,1
flo_1217970000_00085,50.076,299.951,1217970000,1219006800,2,1
sto_1351112400_00068,14.465,299.565,1351112400,1352667600,3,1
fir_1595106000_00114,-36.066,400.483,1595106000,1595451600,1,1
ear_1066338000_00054,16.208,198.967,1066338000,1066338000,4,1
ear_1318194000_00055,16.247,200.991,1318194000,1318194000,4,3
sto_1126818000_00069,20.789,500.84,1126818000,1128546000,3,3
fir_1026334800_00115,37.889,250.012,1026334800,1029790800,1,1
vol_1029531600_00039,13.799,40.395,1029531600,1037307600,5,1
ear_1757710800_00056,16.162,200.266,1757710800,1757710800,4,2
flo_1789938000_00086,39.228,399.565,1789938000,1791838800,2,1
sto_1505250000_00070,-17.564,301.115,1505250000,1506114000,3,3
sto_1217970000_00071,19.245,498.653,1217970000,1219784400,3,2
vol_1522789200_00040,-6.251,105.461,1522789200,1525986000,5,2
ear_1720990800_00057,36.331,150.451,1720990800,1720990800,4,3
sto_1193346000_00072,14.915,249.57,1193346000,1193778000,3,2
fir_1315774800_00116,59.889,599.833,1315774800,1318107600,1,1
fir_999464400_00117,60.52,600.162,999464400,1000760400,1,2
fir_1725570000_00118,37.892,298.872,1725570000,1726520400,1,1
sto_1253394000_00073,15.219,299.243,1253394000,1253653200,3,2
fir_1566421200_00119,37.865,298.816,1566421200,1569531600,1,1
fir_1181768400_00120,37.732,299.876,1181768400,1182114000,1,1
ear_1062190800_00058,-42.936,198.293,1062190800,1062190800,4,2
flo_1087765200_00087,23.689,199.808,1087765200,1089752400,2,1
fir_1090875600_00121,59.765,599.887,1090875600,1093467600,1,1
fir_1247864400_00122,-1.593,299.035,1247864400,1250888400,1,2
flo_1405458000_00088,49.978,300.011,1405458000,1406926800,2,2
flo_1507150800_00089,-7.665,299.941,1507150800,1508878800,2,1
ear_1120338000_00059,-30.583,400.499,1120338000,1120338000,4,3
flo_1439240400_00090,-7.953,299.586,1439240400,1441659600,2,2
vol_1601845200_00041,-7.763,110.475,1601845200,1609102800,5,2
flo_936478800_00091,24.465,200.23,936478800,937774800,2,1
sto_1697230800_00074,14.426,299.902,1697230800,1698267600,3,2
sto_1446411600_00075,-17.755,298.797,1446411600,1447016400,3,1
vol_1200607200_00042,63.488,-19.467,1200607200,1208383200,5,1
flo_931122000_00092,31.625,300.785,931122000,933109200,2,2
ear_1734210000_00060,17.42,200.175,1734210000,1734210000,4,1
vol_1349730000_00043,37.88,15.162,1349730000,1351026000,5,3
ear_1012428000_00061,36.517,250.02,1012428000,1012428000,4,3
sto_878421600_00076,19.28,500.9,878421600,879285600,3,2
sto_1502139600_00077,14.791,249.934,1502139600,1502658000,3,1
sto_1003870800_00078,21.079,499.931,1003870800,1005080400,3,1
fir_1689886800_00123,37.745,300.842,1689886800,1691096400,1,1
fir_841870800_00124,-0.033,399.8,841870800,845672400,1,2
sto_1259359200_00079,15.373,299.831,1259359200,1260309600,3,3
fir_929566800_00125,59.644,600.043,929566800,932850000,1,2
dro_1484514000_00016,32.876,299.781,1484514000,1518642000,6,3
fir_1120510800_00126,-5.152,499.549,1120510800,1124139600,1,1
fir_1153688400_00127,36.84,299.245,1153688400,1157403600,1,2
flo_1414360800_00093,31.523,299.814,1414360800,1414620000,2,1
ear_1493845200_00062,35.597,149.655,1493845200,1493845200,4,3
flo_1311454800_00094,39.448,399.295,1311454800,1311886800,2,1
ear_1746824400_00063,-30.58,399.401,1746824400,1746824400,4,1
ear_1346533200_00064,38.95,200.282,1346533200,1346533200,4,1
ear_1641848400_00065,-43.391,200.484,1641848400,1641848400,4,3
vol_1570395600_00044,35.154,138.843,1570395600,1577048400,5,3
